univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki,alumniId,alumniNormalizedName,universityNormalizedName
Universitas Gadjah Mada,Sinyo Harry Sarundajang,Politician,,,,alumni-485d6ff1742c,sinyo harry sarundajang,universitas gadjah mada
Sam Ratulangi University,Sinyo Harry Sarundajang,Politician,,,,alumni-f7edd57aa14b,sinyo harry sarundajang,sam ratulangi university
Airlangga University,Siswo Pramono,,,,,alumni-fb27c30908ec,siswo pramono,airlangga university
Institut Teknologi Bandung,Siswono Yudo Husodo,,,,,alumni-231175d9574f,siswono yudo husodo,institut teknologi bandung
Universitas Gadjah Mada,Siti Chamamah Soeratno,,,,,alumni-eae060c89b1b,siti chamamah soeratno,universitas gadjah mada
Universitas Indonesia,Siti Fadilah,lektor,Universitas Indonesia,Menteri Kesehatan Indonesia,https://en.wikipedia.org/wiki/Siti_Fadilah_Supari,alumni-55c1543f62f1,siti fadilah,universitas indonesia
Universitas Indonesia,Siti Fadilah,pegawai negeri sipil,Universitas Indonesia,Menteri Kesehatan Indonesia,https://en.wikipedia.org/wiki/Siti_Fadilah_Supari,alumni-55c1543f62f1,siti fadilah,universitas indonesia
Universitas Indonesia,Siti Fadilah,politikus,Universitas Indonesia,Menteri Kesehatan Indonesia,https://en.wikipedia.org/wiki/Siti_Fadilah_Supari,alumni-55c1543f62f1,siti fadilah,universitas indonesia
Universitas Indonesia,Siti Fadilah,dokter,Universitas Indonesia,Menteri Kesehatan Indonesia,https://en.wikipedia.org/wiki/Siti_Fadilah_Supari,alumni-55c1543f62f1,siti fadilah,universitas indonesia
Universitas Gadjah Mada,Siti Fadilah Supari,Cardiologist,Health,Minister,,alumni-46c45b0d143b,siti fadilah supari,universitas gadjah mada
Trisakti University,Siti Hardiyanti Rukmana,,Indonesia,First ladies and gentlemen,,alumni-bbd780ca73cf,siti hardiyanti rukmana,trisakti university
Trisakti University,Siti Hardiyanti Rukmana,politician,Indonesia,First ladies and gentlemen,,alumni-bbd780ca73cf,siti hardiyanti rukmana,trisakti university
Trisakti University,Siti Hardiyanti Rukmana,Businessperson,Indonesia,First ladies and gentlemen,,alumni-bbd780ca73cf,siti hardiyanti rukmana,trisakti university
Trisakti University,Siti Hardiyanti Rukmana,,Social Affairs (Indonesia),Ministry,,alumni-bbd780ca73cf,siti hardiyanti rukmana,trisakti university
Trisakti University,Siti Hardiyanti Rukmana,politician,Social Affairs (Indonesia),Ministry,,alumni-bbd780ca73cf,siti hardiyanti rukmana,trisakti university
Trisakti University,Siti Hardiyanti Rukmana,Businessperson,Social Affairs (Indonesia),Ministry,,alumni-bbd780ca73cf,siti hardiyanti rukmana,trisakti university
Sriwijaya University,Siti Mirza Nuria Arifin,,,Miss Universe Indonesia,,alumni-f5c9a4765630,siti mirza nuria arifin,sriwijaya university
Sriwijaya University,Siti Mirza Nuria Arifin,,,Miss Universe Indonesia 1977,,alumni-f5c9a4765630,siti mirza nuria arifin,sriwijaya university
Muhammadiyah University of Yogyakarta,Siti Noordjannah Djohantini,,Aisyiyah,Leader,,alumni-1c4c0db2dcf3,siti noordjannah djohantini,muhammadiyah university of yogyakarta
IPB University,Siti Nurbaya Bakar,,,,,alumni-b8af062e3aa7,siti nurbaya bakar,ipb university
Airlangga University,Siti Wuryan Prayitno,,,,,alumni-7822587639ed,siti wuryan prayitno,airlangga university
Universitas Gadjah Mada,Slamet Dajono,matematikawan,Universitas Surabaya,rektor,,alumni-c83e90ad9df8,slamet dajono,universitas gadjah mada
Universitas Surabaya,Slamet Dajono,matematikawan,Universitas Surabaya,rektor,,alumni-e76c11b4f57f,slamet dajono,universitas surabaya
Universitas Gadjah Mada,Soedarsono Hadisapoetro,,,,,alumni-057b2df8d05c,soedarsono hadisapoetro,universitas gadjah mada
Institut Teknologi Bandung,Soedjana Sapi'ie,akademisi,Institut Teknologi Bandung,Rektor,,alumni-b8541d8c6e68,soedjana sapi'ie,institut teknologi bandung
IPB University,Soekisno Hadikoemoro,,,,,alumni-9eb23fb4e2b7,soekisno hadikoemoro,ipb university
Universitas Gadjah Mada,Soemartini,,,,,alumni-87dc0fab59e7,soemartini,universitas gadjah mada
Institut Teknologi Bandung,Soemono,akademisi,Institut Teknologi Bandung,Rektor,,alumni-ded2fdf05202,soemono,institut teknologi bandung
Universitas Gadjah Mada,Soeparmanto,,,,,alumni-18ee6cbfbca6,soeparmanto,universitas gadjah mada
Universitas Gadjah Mada,Soeparto Tjitrodihardjo,,,,,alumni-e1bf3538c919,soeparto tjitrodihardjo,universitas gadjah mada
Universitas Gadjah Mada,Soepojo Padmodipoetro,,,,,alumni-26de98782e2f,soepojo padmodipoetro,universitas gadjah mada
Institut Teknologi Bandung,Soetedjo,akademisi,Institut Teknologi Bandung,Rektor,,alumni-006856c9ad60,soetedjo,institut teknologi bandung
Methodist University of Indonesia,Sofyan Tan,doctor and politician,,,,alumni-fcee7cc50b68,sofyan tan,methodist university of indonesia
Institut Teknologi Bandung,Sondang Tiar Debora Tampubolon,,,,,alumni-10db4f053684,sondang tiar debora tampubolon,institut teknologi bandung
BINUS University,Sonia Fergina Citra,,,,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,Model,,,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,Model,,Puteri Indonesia,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,,,Puteri Indonesia,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,,,Puteri Indonesia 2018,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,Model,,Puteri Indonesia 2018,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,,,Puteri Bangka Belitung 2018,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,Model,,Puteri Bangka Belitung 2018,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,,,Miss Universe Indonesia 2018,,alumni-aa36ea120821,sonia fergina citra,binus university
BINUS University,Sonia Fergina Citra,Model,,Miss Universe Indonesia 2018,,alumni-aa36ea120821,sonia fergina citra,binus university
Universitas Gadjah Mada,Sophie Kirana,,,Puteri Indonesia,,alumni-e093772d72ed,sophie kirana,universitas gadjah mada
Universitas Gadjah Mada,Sophie Kirana,,,Puteri Indonesia Lingkungan,,alumni-e093772d72ed,sophie kirana,universitas gadjah mada
Universitas Gadjah Mada,Sophie Kirana,,,Puteri Indonesia Yogyakarta,,alumni-e093772d72ed,sophie kirana,universitas gadjah mada
Universitas Gadjah Mada,Sophie Kirana,,,Miss International 4th Runner-Up,,alumni-e093772d72ed,sophie kirana,universitas gadjah mada
Universitas Gadjah Mada,Sri Adiningsih,,Presidential Advisory Council,Chairperson,,alumni-90d0395b772f,sri adiningsih,universitas gadjah mada
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Andrew Young School of Policy Studies,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Andrew Young School of Policy Studies,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Andrew Young School of Policy Studies,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Andrew Young School of Policy Studies,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Andrew Young School of Policy Studies,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Andrew Young School of Policy Studies,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Andrew Young School of Policy Studies,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Andrew Young School of Policy Studies,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Andrew Young School of Policy Studies,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Andrew Young School of Policy Studies,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Andrew Young School of Policy Studies,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Andrew Young School of Policy Studies,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Andrew Young School of Policy Studies,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Andrew Young School of Policy Studies,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Andrew Young School of Policy Studies,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Grup Bank Dunia,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Grup Bank Dunia,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Grup Bank Dunia,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Grup Bank Dunia,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Grup Bank Dunia,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Grup Bank Dunia,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Grup Bank Dunia,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Grup Bank Dunia,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Grup Bank Dunia,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Grup Bank Dunia,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Grup Bank Dunia,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Grup Bank Dunia,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Grup Bank Dunia,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Grup Bank Dunia,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Grup Bank Dunia,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Kabinet Indonesia Bersatu II,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Kabinet Indonesia Bersatu II,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Kabinet Indonesia Bersatu II,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Kabinet Indonesia Bersatu II,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Kabinet Indonesia Bersatu II,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Kabinet Indonesia Bersatu II,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Kabinet Indonesia Bersatu II,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Kabinet Indonesia Bersatu II,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Kabinet Indonesia Bersatu II,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Kabinet Indonesia Bersatu II,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Kabinet Indonesia Bersatu II,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Kabinet Indonesia Bersatu II,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,Kabinet Indonesia Bersatu II,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,Kabinet Indonesia Bersatu II,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,Kabinet Indonesia Bersatu II,Majelis Wali Amanat Universitas Indonesia Periode 2019-2024,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,USAID,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,USAID,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,USAID,direktur,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,USAID,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,USAID,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,USAID,Dewan Direksi,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,USAID,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,USAID,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,USAID,Menteri Keuangan,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,dosen,USAID,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,ekonom,USAID,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
Universitas Indonesia,Sri Mulyani Indrawati,politikus,USAID,Menteri Perencanaan Pembangunan Nasional Indonesia,https://en.wikipedia.org/wiki/Sri_Mulyani,alumni-4b360b7d2eee,sri mulyani indrawati,universitas indonesia
